"NLAid"	"squareEighth"	"squareQuarter"	"squareHalf"	"squareOne"	"HUC8"
"NLA06608-0846"	"0"	"1"	"18"	"52"	"0"
"NLA06608-0847"	"0"	"0"	"6"	"85"	"0"
"NLA06608-0849"	"0"	"0"	"1"	"3"	"1"
"NLA06608-0850"	"3"	"8"	"28"	"48"	"8"
"NLA06608-0851"	"0"	"0"	"0"	"2"	"1"
"NLA06608-0856"	"0"	"1"	"1"	"61"	"1"
"NLA06608-0857"	"2"	"8"	"16"	"82"	"0"
"NLA06608-0859"	"1"	"7"	"41"	"78"	"0"
"NLA06608-0860"	"1"	"7"	"16"	"46"	"0"
"NLA06608-0862"	"0"	"0"	"18"	"44"	"0"
"NLA06608-0863"	"8"	"15"	"30"	"55"	"0"
"NLA06608-0864"	"0"	"0"	"0"	"2"	"0"
"NLA06608-0865"	"0"	"6"	"33"	"89"	"0"
"NLA06608-0868"	"0"	"3"	"12"	"66"	"0"
"NLA06608-0869"	"4"	"21"	"169"	"965"	"0"
"NLA06608-0870"	"2"	"8"	"15"	"88"	"25"
"NLA06608-0871"	"0"	"0"	"6"	"21"	"0"
"NLA06608-0872"	"0"	"0"	"11"	"14"	"0"
"NLA06608-0873"	"0"	"0"	"3"	"15"	"0"
"NLA06608-0874"	"0"	"1"	"4"	"8"	"0"
"NLA06608-0875"	"0"	"0"	"10"	"33"	"0"
"NLA06608-0877"	"0"	"0"	"0"	"11"	"1"
"NLA06608-0878"	"1"	"3"	"8"	"19"	"0"
"NLA06608-0880"	"0"	"0"	"0"	"0"	"0"
"NLA06608-0881"	"0"	"0"	"8"	"13"	"0"
"NLA06608-0885"	"0"	"21"	"44"	"78"	"44"
"NLA06608-0889"	"0"	"1"	"7"	"12"	"2"
"NLA06608-0890"	"0"	"0"	"0"	"1"	"0"
"NLA06608-0891"	"0"	"0"	"0"	"10"	"0"
"NLA06608-0893"	"13"	"19"	"30"	"53"	"0"
"NLA06608-0895"	"0"	"0"	"1"	"2"	"1"
"NLA06608-0899"	"0"	"0"	"0"	"0"	"1"
"NLA06608-0900"	"0"	"0"	"2"	"14"	"0"
"NLA06608-0904"	"0"	"1"	"2"	"11"	"1"
"NLA06608-0905"	"16"	"29"	"83"	"151"	"34"
"NLA06608-0906"	"3"	"5"	"12"	"37"	"2"
"NLA06608-0913"	"0"	"0"	"1"	"9"	"0"
"NLA06608-0914"	"2"	"7"	"9"	"31"	"0"
"NLA06608-0915"	"0"	"0"	"7"	"49"	"0"
"NLA06608-0916"	"0"	"4"	"27"	"135"	"4"
"NLA06608-0918"	"0"	"0"	"2"	"7"	"0"
"NLA06608-0921"	"5"	"17"	"74"	"151"	"0"
"NLA06608-0922"	"0"	"1"	"9"	"43"	"2"
"NLA06608-0924"	"0"	"0"	"2"	"5"	"4"
"NLA06608-0925"	"0"	"0"	"4"	"13"	"6"
"NLA06608-0926"	"0"	"2"	"24"	"30"	"0"
"NLA06608-0927"	"1"	"2"	"11"	"48"	"0"
"NLA06608-0929"	"0"	"0"	"8"	"21"	"1"
"NLA06608-0930"	"0"	"0"	"9"	"112"	"0"
"NLA06608-0933"	"0"	"0"	"0"	"8"	"0"
"NLA06608-0934"	"0"	"0"	"15"	"39"	"2"
"NLA06608-0935"	"1"	"10"	"35"	"89"	"0"
"NLA06608-0938"	"0"	"1"	"3"	"7"	"0"
"NLA06608-0940"	"0"	"0"	"1"	"3"	"2"
"NLA06608-0942"	"0"	"0"	"2"	"22"	"0"
"NLA06608-0943"	"1"	"2"	"15"	"118"	"0"
"NLA06608-0944"	"0"	"0"	"0"	"1"	"0"
"NLA06608-0946"	"2"	"6"	"27"	"180"	"0"
"NLA06608-0950"	"0"	"0"	"1"	"1"	"0"
"NLA06608-0955"	"0"	"0"	"3"	"80"	"1"
"NLA06608-0957"	"0"	"0"	"1"	"23"	"0"
"NLA06608-0958"	"0"	"0"	"3"	"17"	"0"
"NLA06608-0961"	"1"	"2"	"6"	"27"	"1"
"NLA06608-0962"	"0"	"0"	"4"	"51"	"0"
"NLA06608-0967"	"0"	"0"	"2"	"4"	"1"
"NLA06608-0968"	"0"	"1"	"2"	"8"	"0"
"NLA06608-0970"	"6"	"6"	"6"	"17"	"4"
"NLA06608-0971"	"1"	"6"	"14"	"95"	"0"
"NLA06608-0972"	"0"	"0"	"5"	"8"	"1"
"NLA06608-0974"	"0"	"1"	"22"	"53"	"0"
"NLA06608-0979"	"2"	"6"	"18"	"40"	"4"
"NLA06608-0980"	"0"	"5"	"22"	"34"	"0"
"NLA06608-0982"	"2"	"5"	"34"	"73"	"0"
"NLA06608-0984"	"0"	"0"	"0"	"9"	"1"
"NLA06608-0986"	"0"	"1"	"5"	"27"	"0"
"NLA06608-0987"	"0"	"1"	"2"	"31"	"0"
"NLA06608-0989"	"0"	"4"	"13"	"42"	"0"
"NLA06608-0990"	"1"	"2"	"8"	"29"	"0"
"NLA06608-0993"	"0"	"16"	"51"	"111"	"0"
"NLA06608-0994"	"0"	"1"	"16"	"193"	"0"
"NLA06608-0996"	"0"	"0"	"0"	"13"	"0"
"NLA06608-0997"	"0"	"0"	"2"	"102"	"0"
"NLA06608-1001"	"1"	"1"	"21"	"63"	"0"
"NLA06608-1002"	"0"	"0"	"1"	"1"	"1"
"NLA06608-1003"	"0"	"0"	"3"	"48"	"0"
"NLA06608-1005"	"0"	"0"	"7"	"48"	"0"
"NLA06608-1006"	"0"	"0"	"0"	"10"	"1"
"NLA06608-1007"	"0"	"0"	"5"	"86"	"0"
"NLA06608-1008"	"0"	"0"	"0"	"0"	"0"
"NLA06608-1010"	"7"	"21"	"60"	"225"	"0"
"NLA06608-1012"	"0"	"0"	"2"	"12"	"2"
"NLA06608-1014"	"0"	"0"	"3"	"46"	"0"
"NLA06608-1015"	"0"	"0"	"0"	"20"	"0"
"NLA06608-1016"	"12"	"30"	"61"	"132"	"39"
"NLA06608-1018"	"0"	"0"	"1"	"31"	"0"
"NLA06608-1022"	"0"	"0"	"0"	"3"	"0"
"NLA06608-1024"	"0"	"0"	"0"	"1"	"0"
"NLA06608-1034"	"3"	"7"	"19"	"38"	"0"
"NLA06608-1035"	"0"	"0"	"2"	"29"	"0"
"NLA06608-1036"	"2"	"3"	"19"	"80"	"17"
"NLA06608-1037"	"25"	"64"	"265"	"887"	"0"
"NLA06608-1038"	"14"	"26"	"35"	"44"	"0"
"NLA06608-1039"	"5"	"12"	"65"	"197"	"0"
"NLA06608-1041"	"0"	"1"	"2"	"44"	"0"
"NLA06608-1044"	"1"	"2"	"8"	"21"	"0"
"NLA06608-1045"	"0"	"0"	"4"	"20"	"0"
"NLA06608-1047"	"0"	"0"	"0"	"19"	"0"
"NLA06608-1052"	"0"	"0"	"0"	"1"	"0"
"NLA06608-1055"	"2"	"5"	"20"	"53"	"0"
"NLA06608-1056"	"0"	"1"	"5"	"32"	"0"
"NLA06608-1057"	"1"	"8"	"19"	"85"	"22"
"NLA06608-1058"	"0"	"0"	"13"	"35"	"0"
"NLA06608-1059"	"0"	"5"	"53"	"133"	"0"
"NLA06608-1060"	"2"	"2"	"10"	"36"	"0"
"NLA06608-1070"	"0"	"0"	"4"	"17"	"0"
"NLA06608-1073"	"0"	"0"	"6"	"12"	"1"
"NLA06608-1075"	"0"	"5"	"11"	"52"	"0"
"NLA06608-1083"	"0"	"0"	"39"	"101"	"19"
"NLA06608-1086"	"0"	"0"	"0"	"10"	"0"
"NLA06608-1087"	"0"	"4"	"20"	"68"	"0"
"NLA06608-1089"	"0"	"0"	"1"	"34"	"1"
"NLA06608-1091"	"0"	"0"	"0"	"0"	"1"
"NLA06608-1096"	"1"	"1"	"3"	"10"	"2"
"NLA06608-1100"	"8"	"45"	"66"	"78"	"17"
"NLA06608-1101"	"21"	"85"	"312"	"1100"	"0"
"NLA06608-1102"	"3"	"14"	"29"	"45"	"0"
"NLA06608-1103"	"0"	"1"	"10"	"51"	"0"
"NLA06608-1107"	"0"	"0"	"0"	"1"	"1"
"NLA06608-1108"	"0"	"0"	"1"	"23"	"0"
"NLA06608-1111"	"0"	"0"	"2"	"14"	"0"
"NLA06608-1113"	"1"	"7"	"21"	"66"	"0"
"NLA06608-1114"	"1"	"1"	"20"	"43"	"0"
"NLA06608-1115"	"15"	"23"	"47"	"93"	"0"
"NLA06608-1119"	"0"	"1"	"1"	"30"	"0"
"NLA06608-1120"	"0"	"2"	"9"	"18"	"6"
"NLA06608-1122"	"5"	"20"	"107"	"213"	"0"
"NLA06608-1124"	"0"	"0"	"0"	"8"	"0"
"NLA06608-1125"	"1"	"11"	"39"	"335"	"0"
"NLA06608-1129"	"0"	"2"	"4"	"16"	"0"
"NLA06608-1130"	"0"	"0"	"3"	"19"	"0"
"NLA06608-1131"	"0"	"3"	"19"	"24"	"0"
"NLA06608-1134"	"1"	"1"	"12"	"29"	"0"
"NLA06608-1141"	"1"	"8"	"26"	"77"	"2"
"NLA06608-1143"	"0"	"0"	"5"	"23"	"0"
"NLA06608-1145"	"3"	"16"	"78"	"376"	"0"
"NLA06608-1147"	"2"	"10"	"33"	"170"	"9"
"NLA06608-1148"	"0"	"0"	"0"	"1"	"0"
"NLA06608-1150"	"0"	"0"	"24"	"45"	"0"
"NLA06608-1151"	"1"	"1"	"1"	"4"	"1"
"NLA06608-1153"	"3"	"11"	"34"	"36"	"5"
"NLA06608-1155"	"0"	"0"	"0"	"1"	"1"
"NLA06608-1162"	"0"	"0"	"2"	"5"	"0"
"NLA06608-1163"	"0"	"7"	"13"	"73"	"0"
"NLA06608-1164"	"21"	"61"	"97"	"139"	"45"
"NLA06608-1166"	"13"	"14"	"19"	"44"	"0"
"NLA06608-1167"	"0"	"1"	"7"	"27"	"0"
"NLA06608-1170"	"0"	"0"	"13"	"52"	"8"
"NLA06608-1172"	"1"	"10"	"24"	"118"	"0"
"NLA06608-1174"	"0"	"0"	"1"	"15"	"0"
"NLA06608-1175"	"0"	"0"	"8"	"70"	"0"
"NLA06608-1177"	"0"	"0"	"4"	"80"	"0"
"NLA06608-1179"	"0"	"1"	"15"	"92"	"0"
"NLA06608-1181"	"6"	"21"	"69"	"161"	"0"
"NLA06608-1183"	"0"	"1"	"4"	"32"	"1"
"NLA06608-1185"	"3"	"7"	"15"	"48"	"0"
"NLA06608-1189"	"13"	"75"	"534"	"891"	"0"
"NLA06608-1190"	"1"	"9"	"38"	"103"	"22"
"NLA06608-1191"	"1"	"8"	"20"	"44"	"10"
"NLA06608-1195"	"0"	"1"	"20"	"72"	"0"
"NLA06608-1198"	"0"	"2"	"6"	"32"	"0"
"NLA06608-1199"	"0"	"8"	"31"	"109"	"0"
"NLA06608-1204"	"0"	"0"	"7"	"60"	"0"
"NLA06608-1206"	"0"	"0"	"3"	"17"	"0"
"NLA06608-1207"	"1"	"1"	"9"	"55"	"0"
"NLA06608-1208"	"0"	"1"	"3"	"21"	"2"
"NLA06608-1209"	"1"	"3"	"34"	"537"	"0"
"NLA06608-1210"	"0"	"0"	"9"	"57"	"12"
"NLA06608-1217"	"0"	"0"	"0"	"9"	"1"
"NLA06608-1219"	"0"	"0"	"0"	"1"	"1"
"NLA06608-1220"	"0"	"0"	"1"	"17"	"0"
"NLA06608-1222"	"0"	"1"	"2"	"58"	"0"
"NLA06608-1223"	"0"	"2"	"5"	"51"	"0"
"NLA06608-1224"	"0"	"0"	"7"	"49"	"0"
"NLA06608-1227"	"0"	"1"	"10"	"69"	"0"
"NLA06608-1232"	"0"	"0"	"3"	"20"	"0"
"NLA06608-1236"	"0"	"0"	"2"	"9"	"3"
"NLA06608-1238"	"0"	"0"	"9"	"35"	"0"
"NLA06608-1239"	"0"	"2"	"4"	"45"	"0"
"NLA06608-1240"	"0"	"2"	"16"	"95"	"0"
"NLA06608-1241"	"4"	"9"	"55"	"115"	"0"
"NLA06608-1242"	"1"	"18"	"33"	"121"	"0"
"NLA06608-1243"	"0"	"0"	"6"	"33"	"0"
"NLA06608-1244"	"0"	"1"	"3"	"5"	"4"
"NLA06608-1245"	"1"	"1"	"16"	"86"	"0"
"NLA06608-1255"	"0"	"0"	"1"	"1"	"0"
"NLA06608-1256"	"0"	"0"	"0"	"7"	"0"
"NLA06608-1258"	"0"	"0"	"1"	"7"	"0"
"NLA06608-1259"	"0"	"0"	"3"	"79"	"0"
"NLA06608-1261"	"0"	"0"	"0"	"5"	"0"
"NLA06608-1262"	"0"	"1"	"2"	"28"	"0"
"NLA06608-1263"	"0"	"0"	"7"	"74"	"0"
"NLA06608-1266"	"0"	"0"	"0"	"0"	"0"
"NLA06608-1268"	"0"	"0"	"6"	"44"	"0"
"NLA06608-1269"	"9"	"75"	"127"	"280"	"52"
"NLA06608-1270"	"0"	"0"	"5"	"6"	"0"
"NLA06608-1271"	"0"	"0"	"0"	"16"	"1"
"NLA06608-1273"	"42"	"123"	"312"	"802"	"0"
"NLA06608-1274"	"0"	"0"	"0"	"1"	"0"
"NLA06608-1278"	"0"	"1"	"1"	"7"	"0"
"NLA06608-1279"	"1"	"1"	"1"	"23"	"2"
"NLA06608-1281"	"2"	"2"	"3"	"10"	"2"
"NLA06608-1283"	"0"	"0"	"3"	"53"	"0"
"NLA06608-1284"	"0"	"2"	"9"	"41"	"7"
"NLA06608-1288"	"1"	"3"	"5"	"18"	"1"
"NLA06608-1292"	"0"	"1"	"3"	"35"	"3"
"NLA06608-1295"	"1"	"1"	"2"	"8"	"1"
"NLA06608-1297"	"2"	"12"	"53"	"99"	"11"
"NLA06608-1300"	"0"	"1"	"1"	"4"	"1"
"NLA06608-1303"	"0"	"1"	"14"	"87"	"0"
"NLA06608-1312"	"0"	"1"	"7"	"28"	"0"
"NLA06608-1316"	"0"	"0"	"1"	"20"	"0"
"NLA06608-1319"	"0"	"0"	"0"	"1"	"0"
"NLA06608-1321"	"1"	"12"	"42"	"55"	"16"
"NLA06608-1323"	"0"	"1"	"8"	"31"	"0"
"NLA06608-1326"	"2"	"5"	"10"	"23"	"0"
"NLA06608-1329"	"0"	"0"	"0"	"14"	"0"
"NLA06608-1332"	"0"	"0"	"1"	"15"	"0"
"NLA06608-1333"	"0"	"1"	"6"	"71"	"0"
"NLA06608-1334"	"0"	"0"	"1"	"16"	"0"
"NLA06608-1336"	"1"	"1"	"7"	"68"	"1"
"NLA06608-1338"	"0"	"0"	"2"	"16"	"2"
"NLA06608-1339"	"2"	"15"	"61"	"195"	"23"
"NLA06608-1342"	"1"	"9"	"37"	"49"	"0"
"NLA06608-1344"	"0"	"0"	"0"	"1"	"0"
"NLA06608-1346"	"0"	"6"	"25"	"47"	"0"
"NLA06608-1347"	"0"	"0"	"18"	"58"	"0"
"NLA06608-1348"	"1"	"6"	"19"	"80"	"0"
"NLA06608-1349"	"7"	"11"	"32"	"71"	"0"
"NLA06608-1354"	"0"	"0"	"3"	"12"	"2"
"NLA06608-1355"	"0"	"2"	"20"	"68"	"0"
"NLA06608-1356"	"0"	"4"	"15"	"48"	"2"
"NLA06608-1358"	"0"	"0"	"16"	"37"	"0"
"NLA06608-1359"	"0"	"5"	"35"	"93"	"0"
"NLA06608-1360"	"0"	"0"	"0"	"2"	"0"
"NLA06608-1364"	"1"	"7"	"18"	"49"	"0"
"NLA06608-1365"	"2"	"3"	"6"	"29"	"0"
"NLA06608-1367"	"0"	"0"	"1"	"9"	"0"
"NLA06608-1368"	"0"	"2"	"8"	"40"	"0"
"NLA06608-1369"	"4"	"6"	"17"	"79"	"0"
"NLA06608-1370"	"0"	"1"	"2"	"14"	"0"
"NLA06608-1372"	"0"	"0"	"0"	"7"	"0"
"NLA06608-1375"	"0"	"0"	"1"	"29"	"0"
"NLA06608-1376"	"0"	"1"	"7"	"24"	"0"
"NLA06608-1377"	"0"	"1"	"2"	"19"	"0"
"NLA06608-1380"	"0"	"0"	"0"	"9"	"0"
"NLA06608-1383"	"0"	"0"	"6"	"35"	"0"
"NLA06608-1387"	"0"	"0"	"4"	"25"	"0"
"NLA06608-1389"	"2"	"15"	"77"	"139"	"0"
"NLA06608-1390"	"0"	"0"	"2"	"20"	"0"
"NLA06608-1391"	"0"	"7"	"15"	"35"	"0"
"NLA06608-1396"	"0"	"0"	"4"	"15"	"0"
"NLA06608-1397"	"0"	"0"	"5"	"55"	"1"
"NLA06608-1398"	"0"	"1"	"10"	"27"	"0"
"NLA06608-1401"	"0"	"0"	"6"	"42"	"0"
"NLA06608-1403"	"5"	"12"	"39"	"186"	"36"
"NLA06608-1413"	"1"	"3"	"25"	"77"	"0"
"NLA06608-1414"	"2"	"4"	"27"	"184"	"0"
"NLA06608-1417"	"0"	"2"	"49"	"295"	"1"
"NLA06608-1420"	"0"	"3"	"74"	"137"	"45"
"NLA06608-1421"	"3"	"22"	"108"	"442"	"0"
"NLA06608-1425"	"0"	"15"	"42"	"106"	"17"
"NLA06608-1426"	"1"	"1"	"1"	"18"	"1"
"NLA06608-1432"	"0"	"0"	"17"	"90"	"0"
"NLA06608-1434"	"0"	"0"	"5"	"18"	"0"
"NLA06608-1435"	"0"	"2"	"16"	"88"	"0"
"NLA06608-1436"	"0"	"0"	"0"	"3"	"0"
"NLA06608-1439"	"0"	"0"	"1"	"54"	"1"
"NLA06608-1445"	"0"	"1"	"1"	"1"	"1"
"NLA06608-1446"	"0"	"0"	"14"	"41"	"2"
"NLA06608-1447"	"1"	"20"	"49"	"73"	"0"
"NLA06608-1450"	"0"	"2"	"2"	"8"	"0"
"NLA06608-1454"	"0"	"0"	"1"	"25"	"0"
"NLA06608-1455"	"1"	"2"	"35"	"155"	"18"
"NLA06608-1460"	"0"	"0"	"6"	"18"	"1"
"NLA06608-1461"	"3"	"5"	"8"	"76"	"1"
"NLA06608-1462"	"0"	"3"	"11"	"45"	"8"
"NLA06608-1465"	"2"	"7"	"33"	"478"	"0"
"NLA06608-1469"	"0"	"0"	"17"	"42"	"0"
"NLA06608-1473"	"0"	"2"	"3"	"23"	"2"
"NLA06608-1476"	"17"	"40"	"69"	"228"	"43"
"NLA06608-1481"	"0"	"0"	"3"	"13"	"1"
"NLA06608-1482"	"0"	"3"	"13"	"93"	"0"
"NLA06608-1483"	"6"	"44"	"108"	"319"	"39"
"NLA06608-1484"	"0"	"0"	"14"	"64"	"18"
"NLA06608-1487"	"0"	"0"	"6"	"27"	"0"
"NLA06608-1488"	"0"	"0"	"2"	"5"	"1"
"NLA06608-1489"	"0"	"11"	"43"	"118"	"2"
"NLA06608-1492"	"0"	"4"	"16"	"116"	"0"
"NLA06608-1496"	"0"	"0"	"4"	"33"	"7"
"NLA06608-1499"	"0"	"0"	"6"	"33"	"0"
"NLA06608-1504"	"0"	"0"	"1"	"16"	"0"
"NLA06608-1508"	"0"	"0"	"0"	"2"	"0"
"NLA06608-1510"	"0"	"2"	"7"	"30"	"7"
"NLA06608-1511"	"0"	"0"	"1"	"2"	"1"
"NLA06608-1515"	"0"	"1"	"1"	"31"	"0"
"NLA06608-1517"	"5"	"6"	"27"	"58"	"0"
"NLA06608-1521"	"0"	"1"	"5"	"15"	"2"
"NLA06608-1524"	"0"	"0"	"1"	"3"	"0"
"NLA06608-1527"	"0"	"0"	"0"	"28"	"0"
"NLA06608-1529"	"0"	"1"	"2"	"6"	"5"
"NLA06608-1532"	"0"	"0"	"6"	"29"	"0"
"NLA06608-1537"	"0"	"0"	"3"	"12"	"0"
"NLA06608-1538"	"1"	"3"	"6"	"47"	"0"
"NLA06608-1544"	"0"	"3"	"17"	"43"	"0"
"NLA06608-1556"	"14"	"30"	"69"	"162"	"0"
"NLA06608-1558"	"0"	"0"	"18"	"38"	"0"
"NLA06608-1560"	"0"	"0"	"1"	"9"	"0"
"NLA06608-1561"	"0"	"2"	"8"	"19"	"0"
"NLA06608-1562"	"0"	"0"	"7"	"18"	"1"
"NLA06608-1564"	"0"	"0"	"1"	"3"	"1"
"NLA06608-1568"	"0"	"0"	"2"	"5"	"0"
"NLA06608-1569"	"0"	"0"	"6"	"82"	"0"
"NLA06608-1572"	"1"	"1"	"2"	"43"	"0"
"NLA06608-1575"	"0"	"0"	"0"	"1"	"0"
"NLA06608-1576"	"0"	"0"	"3"	"68"	"1"
"NLA06608-1577"	"0"	"0"	"0"	"5"	"0"
"NLA06608-1578"	"0"	"0"	"1"	"15"	"0"
"NLA06608-1579"	"0"	"2"	"19"	"24"	"0"
"NLA06608-1586"	"8"	"17"	"47"	"182"	"0"
"NLA06608-1593"	"0"	"0"	"3"	"17"	"3"
"NLA06608-1595"	"5"	"19"	"69"	"207"	"23"
"NLA06608-1596"	"0"	"0"	"1"	"3"	"2"
"NLA06608-1600"	"0"	"0"	"0"	"1"	"0"
"NLA06608-1602"	"1"	"1"	"8"	"23"	"3"
"NLA06608-1608"	"0"	"1"	"2"	"40"	"4"
"NLA06608-1610"	"0"	"1"	"2"	"25"	"0"
"NLA06608-1617"	"12"	"26"	"60"	"101"	"17"
"NLA06608-1623"	"0"	"0"	"0"	"10"	"0"
"NLA06608-1626"	"0"	"1"	"2"	"21"	"0"
"NLA06608-1630"	"0"	"0"	"0"	"5"	"0"
"NLA06608-1631"	"0"	"1"	"2"	"49"	"3"
"NLA06608-1633"	"0"	"0"	"0"	"4"	"0"
"NLA06608-1637"	"8"	"24"	"85"	"823"	"0"
"NLA06608-1638"	"0"	"2"	"13"	"63"	"25"
"NLA06608-1640"	"0"	"0"	"2"	"20"	"3"
"NLA06608-1641"	"0"	"0"	"2"	"12"	"0"
"NLA06608-1643"	"0"	"0"	"3"	"21"	"0"
"NLA06608-1652"	"0"	"0"	"1"	"10"	"0"
"NLA06608-1654"	"6"	"10"	"19"	"32"	"0"
"NLA06608-1655"	"0"	"0"	"0"	"1"	"0"
"NLA06608-1668"	"0"	"7"	"23"	"98"	"0"
"NLA06608-1672"	"1"	"7"	"30"	"64"	"13"
"NLA06608-1674"	"11"	"11"	"26"	"43"	"18"
"NLA06608-1675"	"6"	"21"	"47"	"186"	"25"
"NLA06608-1679"	"0"	"1"	"5"	"28"	"0"
"NLA06608-1684"	"3"	"4"	"21"	"141"	"0"
"NLA06608-1687"	"0"	"0"	"0"	"2"	"0"
"NLA06608-1690"	"1"	"6"	"17"	"21"	"0"
"NLA06608-1695"	"0"	"0"	"0"	"16"	"3"
"NLA06608-1703"	"0"	"0"	"0"	"0"	"0"
"NLA06608-1704"	"0"	"2"	"3"	"21"	"2"
"NLA06608-1706"	"0"	"0"	"0"	"31"	"0"
"NLA06608-1707"	"0"	"1"	"3"	"25"	"0"
"NLA06608-1711"	"0"	"2"	"36"	"167"	"0"
"NLA06608-1715"	"0"	"0"	"1"	"5"	"1"
"NLA06608-1717"	"0"	"2"	"7"	"136"	"7"
"NLA06608-1719"	"0"	"0"	"0"	"0"	"0"
"NLA06608-1723"	"1"	"2"	"2"	"42"	"1"
"NLA06608-1724"	"0"	"2"	"8"	"24"	"0"
"NLA06608-1733"	"1"	"3"	"32"	"78"	"0"
"NLA06608-1735"	"1"	"2"	"6"	"58"	"4"
"NLA06608-1736"	"0"	"0"	"3"	"7"	"0"
"NLA06608-1739"	"0"	"12"	"138"	"310"	"23"
"NLA06608-1740"	"0"	"0"	"0"	"35"	"0"
"NLA06608-1741"	"5"	"25"	"87"	"386"	"0"
"NLA06608-1742"	"0"	"10"	"13"	"40"	"0"
"NLA06608-1748"	"12"	"17"	"91"	"233"	"15"
"NLA06608-1753"	"0"	"0"	"2"	"4"	"0"
"NLA06608-1755"	"0"	"0"	"3"	"32"	"0"
"NLA06608-1758"	"1"	"2"	"8"	"37"	"0"
"NLA06608-1771"	"0"	"0"	"1"	"30"	"0"
"NLA06608-1775"	"1"	"1"	"4"	"53"	"0"
"NLA06608-1781"	"2"	"4"	"27"	"58"	"4"
"NLA06608-1782"	"0"	"0"	"3"	"44"	"0"
"NLA06608-1789"	"1"	"1"	"7"	"35"	"0"
"NLA06608-1791"	"3"	"8"	"18"	"56"	"0"
"NLA06608-1793"	"0"	"2"	"7"	"26"	"1"
"NLA06608-1800"	"0"	"1"	"1"	"13"	"1"
"NLA06608-1802"	"7"	"16"	"20"	"25"	"0"
"NLA06608-1804"	"4"	"5"	"7"	"79"	"5"
"NLA06608-1808"	"0"	"2"	"15"	"69"	"14"
"NLA06608-1810"	"1"	"2"	"2"	"47"	"2"
"NLA06608-1811"	"0"	"0"	"0"	"1"	"1"
"NLA06608-1812"	"0"	"1"	"7"	"19"	"0"
"NLA06608-1818"	"0"	"0"	"6"	"10"	"4"
"NLA06608-1821"	"4"	"8"	"26"	"114"	"0"
"NLA06608-1824"	"0"	"0"	"1"	"4"	"1"
"NLA06608-1825"	"1"	"2"	"23"	"91"	"0"
"NLA06608-1835"	"2"	"7"	"16"	"23"	"0"
"NLA06608-1836"	"0"	"0"	"0"	"2"	"1"
"NLA06608-1839"	"0"	"5"	"20"	"93"	"0"
"NLA06608-1840"	"0"	"0"	"3"	"9"	"0"
"NLA06608-1851"	"12"	"23"	"121"	"232"	"23"
"NLA06608-1856"	"0"	"0"	"0"	"1"	"0"
"NLA06608-1857"	"1"	"2"	"18"	"38"	"1"
"NLA06608-1861"	"0"	"1"	"4"	"39"	"0"
"NLA06608-1862"	"0"	"0"	"0"	"1"	"0"
"NLA06608-1863"	"1"	"2"	"10"	"62"	"0"
"NLA06608-1866"	"0"	"1"	"1"	"11"	"4"
"NLA06608-1867"	"0"	"0"	"9"	"42"	"0"
"NLA06608-1868"	"17"	"33"	"71"	"134"	"8"
"NLA06608-1871"	"0"	"0"	"5"	"67"	"0"
"NLA06608-1873"	"2"	"9"	"32"	"73"	"8"
"NLA06608-1874"	"1"	"5"	"32"	"50"	"8"
"NLA06608-1879"	"0"	"0"	"0"	"2"	"0"
"NLA06608-1884"	"0"	"7"	"15"	"43"	"0"
"NLA06608-1893"	"0"	"0"	"1"	"11"	"0"
"NLA06608-1894"	"0"	"0"	"5"	"24"	"0"
"NLA06608-1906"	"13"	"23"	"86"	"186"	"0"
"NLA06608-1908"	"2"	"7"	"20"	"111"	"0"
"NLA06608-1910"	"0"	"0"	"1"	"50"	"0"
"NLA06608-1930"	"0"	"1"	"3"	"37"	"0"
"NLA06608-1936"	"3"	"3"	"7"	"18"	"0"
"NLA06608-1948"	"0"	"0"	"2"	"5"	"4"
"NLA06608-1953"	"0"	"0"	"1"	"13"	"0"
"NLA06608-1958"	"1"	"1"	"20"	"73"	"2"
"NLA06608-1959"	"0"	"1"	"1"	"3"	"1"
"NLA06608-1960"	"0"	"0"	"1"	"17"	"0"
"NLA06608-1968"	"0"	"0"	"0"	"1"	"0"
"NLA06608-1975"	"0"	"0"	"0"	"16"	"1"
"NLA06608-1985"	"2"	"2"	"6"	"29"	"1"
"NLA06608-1989"	"0"	"1"	"12"	"21"	"3"
"NLA06608-1992"	"1"	"1"	"17"	"57"	"3"
"NLA06608-1998"	"1"	"7"	"23"	"47"	"0"
"NLA06608-2005"	"0"	"0"	"1"	"3"	"0"
"NLA06608-2007"	"0"	"0"	"0"	"11"	"0"
"NLA06608-2010"	"0"	"2"	"4"	"35"	"0"
"NLA06608-2027"	"0"	"0"	"1"	"7"	"0"
"NLA06608-2036"	"0"	"5"	"13"	"36"	"0"
"NLA06608-2037"	"11"	"17"	"28"	"53"	"22"
"NLA06608-2039"	"0"	"0"	"0"	"17"	"1"
"NLA06608-2049"	"0"	"0"	"0"	"32"	"2"
"NLA06608-2056"	"0"	"0"	"10"	"28"	"0"
"NLA06608-2072"	"0"	"0"	"5"	"43"	"0"
"NLA06608-2074"	"0"	"5"	"23"	"52"	"0"
"NLA06608-2076"	"0"	"9"	"19"	"61"	"0"
"NLA06608-2078"	"0"	"2"	"13"	"48"	"0"
"NLA06608-2082"	"0"	"0"	"0"	"24"	"0"
"NLA06608-2086"	"0"	"0"	"8"	"69"	"0"
"NLA06608-2087"	"0"	"0"	"0"	"9"	"0"
