"NLAid"	"squareEighth"	"squareQuarter"	"squareHalf"	"squareOne"	"HUC8"
"NLA06608-1292"	13	28	50	143	47
"NLA06608-1295"	1	1	2	16	1
"NLA06608-1297"	2	12	77	132	12
"NLA06608-1300"	0	1	1	13	2
"NLA06608-1303"	1	3	33	176	0
"NLA06608-1312"	1	4	18	136	0
"NLA06608-1316"	0	1	5	35	0
"NLA06608-1319"	0	0	5	36	0
"NLA06608-1321"	1	11	48	87	16
"NLA06608-1323"	2	5	31	89	0
"NLA06608-1326"	5	11	17	51	0
"NLA06608-1329"	1	3	3	8	0
"NLA06608-1332"	0	0	5	27	0
"NLA06608-1333"	0	1	1	51	0
"NLA06608-1334"	0	0	1	26	0
"NLA06608-1336"	1	1	3	29	1
"NLA06608-1338"	0	0	1	13	2
"NLA06608-1339"	10	38	111	268	20
"NLA06608-1342"	0	0	0	20	0
"NLA06608-1344"	0	2	2	13	1
"NLA06608-1346"	0	7	69	167	0
"NLA06608-1347"	0	0	10	42	0
"NLA06608-1348"	5	16	35	169	0
"NLA06608-1349"	8	12	39	80	0
"NLA06608-1354"	0	1	9	31	7
"NLA06608-1355"	0	0	16	75	0
"NLA06608-1356"	1	5	26	101	6
"NLA06608-1358"	0	0	17	66	0
"NLA06608-1359"	0	3	24	110	0
"NLA06608-1360"	0	0	1	18	1
"NLA06608-1364"	1	8	19	95	0
"NLA06608-1365"	12	28	44	94	0
"NLA06608-1367"	1	9	21	38	0
"NLA06608-1368"	1	6	22	55	4
"NLA06608-1369"	9	20	26	104	0
"NLA06608-1370"	0	2	3	21	0
"NLA06608-1372"	3	4	6	12	4
"NLA06608-1375"	1	3	3	37	0
"NLA06608-1376"	0	6	34	120	0
"NLA06608-1377"	1	9	14	41	14
"NLA06608-1380"	1	1	3	18	1
"NLA06608-1383"	0	2	15	66	0
"NLA06608-1387"	0	3	35	90	0
"NLA06608-1389"	7	22	80	158	0
"NLA06608-1390"	4	4	9	43	0
"NLA06608-1391"	0	4	8	32	0
"NLA06608-1396"	0	3	11	46	0
"NLA06608-1397"	0	1	14	90	4
"NLA06608-1398"	0	0	1	28	0
"NLA06608-1401"	1	3	74	434	0
"NLA06608-1403"	8	27	82	269	29
"NLA06608-1413"	0	2	22	96	0
"NLA06608-1414"	2	12	111	302	0
"NLA06608-1417"	0	3	40	233	1
"NLA06608-1420"	1	3	12	45	17
"NLA06608-1421"	3	21	201	748	0
"NLA06608-1425"	0	2	11	101	12
"NLA06608-1426"	1	2	7	59	3
"NLA06608-1432"	0	0	3	46	3
"NLA06608-1434"	0	0	7	31	0
"NLA06608-1435"	3	26	115	264	0
"NLA06608-1436"	0	0	0	8	0
"NLA06608-1439"	0	0	5	103	1
"NLA06608-1445"	0	1	1	2	1
"NLA06608-1446"	0	0	17	98	4
"NLA06608-1447"	6	35	117	213	0
"NLA06608-1450"	0	2	2	18	0
"NLA06608-1454"	0	0	6	50	0
"NLA06608-1455"	10	19	77	381	26
"NLA06608-1460"	0	1	24	53	3
"NLA06608-1461"	4	9	33	136	3
"NLA06608-1462"	0	3	11	41	10
"NLA06608-1465"	3	14	67	821	0
"NLA06608-1469"	0	2	33	54	0
"NLA06608-1473"	0	6	14	83	8
"NLA06608-1476"	20	67	104	310	41
"NLA06608-1481"	0	3	17	43	1
"NLA06608-1482"	0	4	17	93	0
"NLA06608-1483"	12	43	115	384	93
"NLA06608-1484"	0	0	6	67	0
"NLA06608-1487"	0	3	17	37	0
"NLA06608-1488"	0	0	4	15	2
"NLA06608-1489"	0	14	30	106	3
"NLA06608-1492"	1	4	19	190	0
"NLA06608-1496"	0	0	6	50	12
"NLA06608-1499"	0	0	4	83	0
"NLA06608-1504"	0	0	11	87	0
"NLA06608-1508"	0	0	0	8	0
"NLA06608-1510"	0	1	8	19	4
"NLA06608-1511"	0	0	9	28	21
"NLA06608-1515"	6	24	46	79	0
"NLA06608-1517"	18	27	139	272	0
"NLA06608-1521"	5	10	21	60	15
"NLA06608-1524"	0	1	5	17	0
"NLA06608-1527"	0	1	10	64	0
"NLA06608-1529"	1	2	3	15	12
"NLA06608-1532"	19	26	33	95	0
"NLA06608-1537"	0	1	11	88	2
"NLA06608-1538"	1	7	21	180	0
"NLA06608-1544"	0	1	12	56	0
"NLA06608-1556"	5	31	89	240	0
"NLA06608-1558"	0	0	9	14	0
"NLA06608-1560"	1	3	8	25	4
"NLA06608-1561"	0	1	15	113	0
"NLA06608-1562"	0	8	34	97	11
"NLA06608-1564"	0	0	3	12	1
"NLA06608-1568"	0	0	2	5	0
"NLA06608-1569"	0	0	6	113	0
"NLA06608-1572"	0	2	6	66	0
"NLA06608-1575"	0	0	0	39	0
"NLA06608-1576"	0	3	11	192	4
"NLA06608-1577"	1	1	20	26	1
"NLA06608-1578"	0	0	5	36	1
"NLA06608-1579"	0	2	37	67	0
"NLA06608-1586"	1	10	76	212	0
"NLA06608-1593"	7	7	10	30	10
"NLA06608-1595"	8	39	122	288	20
"NLA06608-1596"	0	0	3	18	14
"NLA06608-1600"	0	0	9	22	11
"NLA06608-1602"	0	0	9	53	18
"NLA06608-1608"	0	0	3	16	3
"NLA06608-1610"	0	2	4	37	1
"NLA06608-1617"	5	5	34	84	12
"NLA06608-1623"	0	0	0	36	0
"NLA06608-1626"	0	1	4	34	0
"NLA06608-1630"	0	0	0	12	0
"NLA06608-1631"	0	2	30	142	10
"NLA06608-1633"	0	2	5	21	0
"NLA06608-1637"	8	25	67	431	0
"NLA06608-1638"	0	1	12	96	16
"NLA06608-1640"	0	1	10	138	3
"NLA06608-1641"	0	0	3	16	0
"NLA06608-1643"	0	1	24	85	0
"NLA06608-1652"	0	1	13	36	0
"NLA06608-1654"	0	0	10	38	0
"NLA06608-1655"	0	0	0	12	1
"NLA06608-1668"	0	11	31	112	0
"NLA06608-1672"	0	1	21	74	7
"NLA06608-1674"	2	3	11	52	7
"NLA06608-1675"	1	11	44	236	5
"NLA06608-1679"	0	1	17	59	0
"NLA06608-1684"	2	11	70	220	0
"NLA06608-1687"	2	4	8	29	10
"NLA06608-1690"	5	11	33	39	0
"NLA06608-1695"	0	6	14	88	10
"NLA06608-1703"	0	2	6	14	5
"NLA06608-1704"	0	4	11	90	5
"NLA06608-1706"	0	0	0	30	0
"NLA06608-1707"	0	7	38	66	0
"NLA06608-1711"	0	2	46	246	0
"NLA06608-1715"	0	0	2	10	1
"NLA06608-1717"	0	3	19	154	26
"NLA06608-1719"	0	0	0	14	0
"NLA06608-1723"	1	2	2	97	2
"NLA06608-1724"	2	7	22	118	0
"NLA06608-1733"	0	4	32	105	0
"NLA06608-1735"	1	5	22	141	3
"NLA06608-1736"	0	1	4	11	0
"NLA06608-1739"	0	4	157	376	20
"NLA06608-1740"	0	0	7	78	1
"NLA06608-1741"	1	19	98	468	0
"NLA06608-1742"	0	17	25	66	0
"NLA06608-1748"	12	16	117	364	17
"NLA06608-1753"	1	2	9	14	2
"NLA06608-1755"	0	0	1	71	0
"NLA06608-1758"	0	0	1	38	0
"NLA06608-1771"	8	34	46	77	0
"NLA06608-1775"	1	1	10	97	0
"NLA06608-1781"	2	4	27	60	4
"NLA06608-1782"	1	3	12	51	0
"NLA06608-1789"	1	6	31	116	0
"NLA06608-1791"	3	9	17	73	0
"NLA06608-1793"	2	10	43	104	6
"NLA06608-1800"	1	3	6	24	2
"NLA06608-1802"	4	7	16	29	0
"NLA06608-1804"	2	8	18	37	1
"NLA06608-1808"	0	7	17	64	10
"NLA06608-1810"	1	6	23	115	28
"NLA06608-1811"	0	0	0	13	2
"NLA06608-1812"	1	5	16	47	0
"NLA06608-1818"	0	1	18	57	6
"NLA06608-1821"	3	25	138	501	0
"NLA06608-1824"	0	0	0	3	0
"NLA06608-1825"	0	1	26	128	0
"NLA06608-1835"	2	10	36	59	0
"NLA06608-1836"	0	1	2	11	2
"NLA06608-1839"	1	16	27	87	0
"NLA06608-1840"	2	3	17	83	0
"NLA06608-1851"	12	29	146	314	20
"NLA06608-1856"	1	1	4	8	0
"NLA06608-1857"	1	4	6	14	4
"NLA06608-1861"	0	1	5	50	0
"NLA06608-1862"	0	0	2	3	0
"NLA06608-1863"	0	1	21	135	0
"NLA06608-1866"	0	0	5	26	9
"NLA06608-1867"	0	0	10	70	0
"NLA06608-1868"	0	1	13	52	2
"NLA06608-1871"	0	0	11	100	0
"NLA06608-1873"	1	3	20	61	3
"NLA06608-1874"	1	17	69	141	14
"NLA06608-1879"	0	3	11	34	0
"NLA06608-1884"	1	13	25	90	0
"NLA06608-1893"	0	0	0	2	0
"NLA06608-1894"	0	0	7	48	1
"NLA06608-1906"	7	20	87	205	0
"NLA06608-1908"	11	26	50	177	0
"NLA06608-1910"	0	0	3	66	0
"NLA06608-1930"	1	2	5	45	0
"NLA06608-1936"	19	23	32	79	0
"NLA06608-1948"	0	0	5	22	14
"NLA06608-1953"	0	0	5	29	2
"NLA06608-1958"	2	6	38	167	4
"NLA06608-1959"	0	5	19	30	21
"NLA06608-1960"	0	0	2	15	1
"NLA06608-1968"	0	3	9	22	4
"NLA06608-1975"	0	2	5	41	6
"NLA06608-1985"	3	9	19	104	6
"NLA06608-1989"	0	0	29	43	1
"NLA06608-1992"	0	0	9	53	2
"NLA06608-1998"	1	17	38	59	0
"NLA06608-2005"	0	0	1	4	0
"NLA06608-2007"	2	2	5	56	0
"NLA06608-2010"	0	0	3	50	0
"NLA06608-2027"	0	0	1	11	1
"NLA06608-2036"	0	5	22	68	0
"NLA06608-2037"	17	34	46	86	35
"NLA06608-2039"	1	1	3	52	6
"NLA06608-2049"	0	0	4	42	6
"NLA06608-2056"	2	2	12	47	0
"NLA06608-2072"	0	0	6	37	1
"NLA06608-2074"	0	5	23	51	0
"NLA06608-2076"	0	1	4	42	1
"NLA06608-2078"	0	2	20	72	0
"NLA06608-2082"	0	0	0	68	0
"NLA06608-2086"	0	0	7	62	0
"NLA06608-2087"	0	2	4	58	0
"NLA06608-2091"	2	14	22	40	0
"NLA06608-2092"	0	1	21	101	0
"NLA06608-2094"	0	0	5	36	1
"NLA06608-2095"	2	7	19	99	8
"NLA06608-2103"	0	0	2	22	2
"NLA06608-2114"	0	13	50	145	0
"NLA06608-2117"	2	8	33	93	0
"NLA06608-2120"	0	0	8	23	2
"NLA06608-2123"	0	1	8	37	0
"NLA06608-2131"	0	0	0	21	2
"NLA06608-2134"	3	11	101	235	6
"NLA06608-2135"	6	9	18	37	0
"NLA06608-2152"	1	2	27	61	2
"NLA06608-2154"	0	1	2	39	0
"NLA06608-2155"	0	4	35	66	0
"NLA06608-2162"	1	2	51	194	0
"NLA06608-2170"	0	0	2	25	1
"NLA06608-2177"	0	0	2	12	0
"NLA06608-2185"	5	15	77	280	4
"NLA06608-2187"	5	33	67	150	0
"NLA06608-2193"	1	5	7	25	1
"NLA06608-2196"	2	9	52	291	0
"NLA06608-2217"	1	1	2	40	1
"NLA06608-2219"	0	0	13	84	0
"NLA06608-2241"	0	0	12	37	2
"NLA06608-2250"	2	5	12	48	18
"NLA06608-2253"	1	17	93	446	0
"NLA06608-2257"	2	5	27	84	12
"NLA06608-2266"	0	14	28	75	1
"NLA06608-2267"	0	0	7	87	0
"NLA06608-2283"	0	0	1	57	0
"NLA06608-2305"	0	2	10	86	2
"NLA06608-2322"	0	1	6	156	6
"NLA06608-2332"	0	3	10	44	1
"NLA06608-2333"	15	34	75	239	0
"NLA06608-2345"	1	15	63	89	16
"NLA06608-2354"	2	10	63	180	0
"NLA06608-2372"	0	0	0	24	0
"NLA06608-2379"	1	1	2	63	1
"NLA06608-2418"	0	4	51	172	0
"NLA06608-2426"	0	1	2	7	0
"NLA06608-2429"	0	0	21	173	0
"NLA06608-2438"	0	0	0	3	0
"NLA06608-2450"	1	3	9	79	3
"NLA06608-2453"	0	0	0	3	0
"NLA06608-2457"	0	5	7	18	3
"NLA06608-2463"	0	0	23	101	0
"NLA06608-2477"	0	0	0	3	1
"NLA06608-2481"	0	0	1	1	0
"NLA06608-2492"	0	0	0	22	0
"NLA06608-2497"	0	1	17	66	2
"NLA06608-2507"	2	10	27	158	0
"NLA06608-2513"	1	20	38	104	12
"NLA06608-2523"	0	0	4	84	0
"NLA06608-2524"	5	6	15	52	0
"NLA06608-2565"	3	7	38	73	0
"NLA06608-2566"	4	8	42	199	0
"NLA06608-2593"	0	6	28	140	0
"NLA06608-2629"	0	11	28	64	0
"NLA06608-2634"	0	0	5	25	9
"NLA06608-2640"	0	2	4	25	1
"NLA06608-2644"	0	3	20	176	0
"NLA06608-2655"	0	2	30	172	10
"NLA06608-2657"	0	6	33	136	0
"NLA06608-2663"	0	4	26	62	0
"NLA06608-2673"	0	0	0	0	0
"NLA06608-2685"	0	0	0	0	0
"NLA06608-2696"	0	0	0	0	0
"NLA06608-2704"	0	0	0	0	0
"NLA06608-2708"	0	0	0	0	0
"NLA06608-2714"	0	0	0	0	0
"NLA06608-2715"	0	0	0	0	0
"NLA06608-2726"	0	0	0	0	0
"NLA06608-2740"	0	0	0	0	0
"NLA06608-2753"	0	0	0	0	0
"NLA06608-2759"	0	0	0	0	0
"NLA06608-2776"	0	0	0	0	0
"NLA06608-2779"	0	0	0	0	0
"NLA06608-2797"	0	0	0	0	0
"NLA06608-2800"	0	0	0	0	0
"NLA06608-2801"	0	0	0	0	0
"NLA06608-2807"	0	0	0	0	0
"NLA06608-2823"	0	0	0	0	0
"NLA06608-2824"	0	0	0	0	0
"NLA06608-2831"	0	0	0	0	0
"NLA06608-2833"	0	0	0	0	0
"NLA06608-2874"	0	0	0	0	0
"NLA06608-2881"	0	0	0	0	0
"NLA06608-2889"	0	0	0	0	0
"NLA06608-2891"	0	0	0	0	0
"NLA06608-2916"	0	0	0	0	0
"NLA06608-2924"	0	0	0	0	0
"NLA06608-2954"	0	0	0	0	0
"NLA06608-2955"	0	0	0	0	0
"NLA06608-2972"	0	0	0	0	0
"NLA06608-2987"	0	0	0	0	0
"NLA06608-2996"	0	0	0	0	0
"NLA06608-3032"	0	0	0	0	0
"NLA06608-3035"	0	0	0	0	0
"NLA06608-3083"	0	0	0	0	0
"NLA06608-3096"	0	0	0	0	0
"NLA06608-3121"	0	0	0	0	0
"NLA06608-3147"	0	0	0	0	0
"NLA06608-3153"	0	0	0	0	0
"NLA06608-3157"	0	0	0	0	0
"NLA06608-3160"	0	0	0	0	0
"NLA06608-3169"	0	0	0	0	0
"NLA06608-3228"	0	0	0	0	0
"NLA06608-3265"	0	0	0	0	0
"NLA06608-3303"	0	0	0	0	0
"NLA06608-3313"	0	0	0	0	0
"NLA06608-3320"	0	0	0	0	0
"NLA06608-3329"	0	0	0	0	0
"NLA06608-3480"	0	0	0	0	0
"NLA06608-3484"	0	0	0	0	0
"NLA06608-3608"	0	0	0	0	0
"NLA06608-3616"	0	0	0	0	0
"NLA06608-3644"	0	0	0	0	0
"NLA06608-3656"	0	0	0	0	0
"NLA06608-3660"	0	0	0	0	0
"NLA06608-3698"	0	0	0	0	0
"NLA06608-3846"	0	0	0	0	0
"NLA06608-3890"	0	0	0	0	0
"NLA06608-3911"	0	0	0	0	0
"NLA06608-4056"	0	0	0	0	0
"NLA06608-4064"	0	0	0	0	0
"NLA06608-4206"	0	0	0	0	0
"NLA06608-4252"	0	0	0	0	0
"NLA06608-4320"	0	0	0	0	0
"NLA06608-4382"	0	0	0	0	0
"NLA06608-4413"	0	0	0	0	0
"NLA06608-4414"	0	0	0	0	0
"NLA06608-4440"	0	0	0	0	0
"NLA06608-4472"	0	0	0	0	0
"NLA06608-4504"	0	0	0	0	0
"NLA06608-4610"	0	0	0	0	0
"NLA06608-4643"	0	0	0	0	0
"NLA06608-4650"	0	0	0	0	0
"NLA06608-4659"	0	0	0	0	0
"NLA06608-4686"	0	0	0	0	0
"NLA06608-4698"	0	0	0	0	0
"NLA06608-4828"	0	0	0	0	0
"NLA06608-4929"	0	0	0	0	0
"NLA06608-4949"	0	0	0	0	0
"NLA06608-9999"	0	0	0	0	0
"NLA06608-ACAD_LAKES_0435"	0	0	0	0	0
"NLA06608-ALPS-1218"	0	0	0	0	0
"NLA06608-ALSC:020149"	0	0	0	0	0
"NLA06608-ELS:1C2-032"	0	0	0	0	0
"NLA06608-ELS:1C3-003"	0	0	0	0	0
"NLA06608-ELS:1D1-035"	0	0	0	0	0
"NLA06608-ELS:1D2-087"	0	0	0	0	0
"NLA06608-ELS:1E1-052"	0	0	0	0	0
"NLA06608-ELS:1E1-096"	0	0	0	0	0
"NLA06608-ELS:1E1-128"	0	0	0	0	0
"NLA06608-ELS:1E2-027"	0	0	0	0	0
"NLA06608-ELS:1E3-002"	0	0	0	0	0
"NLA06608-ELS:1E3-012"	0	0	0	0	0
"NLA06608-ELS:1E3-071"	0	0	0	0	0
"NLA06608-ELS:2B2-008"	0	0	0	0	0
"NLA06608-ELS:2C2-048"	0	0	0	0	0
"NLA06608-ELS:2C3-018"	0	0	0	0	0
"NLA06608-ELS:2D3-008"	0	0	0	0	0
"NLA06608-EMAP:ME011L"	0	0	0	0	0
"NLA06608-EMAP:ME012L"	0	0	0	0	0
"NLA06608-EMAP:ME254L"	0	0	0	0	0
"NLA06608-EMAP:ME263L"	0	0	0	0	0
"NLA06608-EMAP:ME518L"	0	0	0	0	0
"NLA06608-FL:107895579"	0	0	0	0	0
"NLA06608-FL:16674741"	0	0	0	0	0
"NLA06608-FL:18261987"	0	0	0	0	0
"NLA06608-FL:99324403"	0	0	0	0	0
"NLA06608-FL:99344895"	0	0	0	0	0
"NLA06608-IN:646"	0	0	0	0	0
"NLA06608-MI:7007"	0	0	0	0	0
"NLA06608-MN:03-0029"	0	0	0	0	0
"NLA06608-MN:06-0002"	0	0	0	0	0
"NLA06608-MN:11-0102"	0	0	0	0	0
"NLA06608-MN:15-0010"	0	0	0	0	0
"NLA06608-MN:22-0074"	0	0	0	0	0
"NLA06608-MN:49-0140"	0	0	0	0	0
"NLA06608-MN:51-0063"	0	0	0	0	0
"NLA06608-MN:56-0306"	0	0	0	0	0
"NLA06608-MN:61-0037"	0	0	0	0	0
"NLA06608-MN:74-0023"	0	0	0	0	0
"NLA06608-MN:75-0200"	0	0	0	0	0
"NLA06608-MN:77-0019"	0	0	0	0	0
"NLA06608-MN:87-0030"	0	0	0	0	0
"NLA06608-NELP-0253"	0	0	0	0	0
"NLA06608-NELP-0955"	0	0	0	0	0
"NLA06608-NELP-1041"	0	0	0	0	0
"NLA06608-NELP-1330"	0	0	0	0	0
"NLA06608-NELP-2155"	0	0	0	0	0
"NLA06608-NELP-3355"	0	0	0	0	0
"NLA06608-NELP-3586"	0	0	0	0	0
"NLA06608-NH250L"	0	0	0	0	0
"NLA06608-NH4912"	0	0	0	0	0
"NLA06608-NV:2"	0	0	0	0	0
"NLA06608-NV:3"	0	0	0	0	0
"NLA06608-NV:4"	0	0	0	0	0
"NLA06608-OH:19"	0	0	0	0	0
"NLA06608-OH:22"	0	0	0	0	0
"NLA06608-R10BULLTR"	0	0	0	0	0
"NLA06608-R10CAPEHO"	0	0	0	0	0
"NLA06608-R10CHARLT"	0	0	0	0	0
"NLA06608-R10COUNCI"	0	0	0	0	0
"NLA06608-R10DEERLA"	0	0	0	0	0
"NLA06608-R10FISHLA"	0	0	0	0	0
"NLA06608-R10FOURMI"	0	0	0	0	0
"NLA06608-R10RAINYL"	0	0	0	0	0
"NLA06608-R10SQUAWL"	0	0	0	0	0
"NLA06608-R10ULAKE"	0	0	0	0	0
"NLA06608-R10YELLOW"	0	0	0	0	0
"NLA06608-R31"	0	0	0	0	0
"NLA06608-R314"	0	0	0	0	0
"NLA06608-R315"	0	0	0	0	0
"NLA06608-R318"	0	0	0	0	0
"NLA06608-R319"	0	0	0	0	0
"NLA06608-R32"	0	0	0	0	0
"NLA06608-R322"	0	0	0	0	0
"NLA06608-R323"	0	0	0	0	0
"NLA06608-R324"	0	0	0	0	0
"NLA06608-R326"	0	0	0	0	0
"NLA06608-R328"	0	0	0	0	0
"NLA06608-R333"	0	0	0	0	0
"NLA06608-R334"	0	0	0	0	0
"NLA06608-R336"	0	0	0	0	0
"NLA06608-R34"	0	0	0	0	0
"NLA06608-R5:KATHRYN"	0	0	0	0	0
"NLA06608-R5:OTTAWA"	0	0	0	0	0
"NLA06608-R7101"	0	0	0	0	0
"NLA06608-R7103"	0	0	0	0	0
"NLA06608-R7104"	0	0	0	0	0
"NLA06608-R7106"	0	0	0	0	0
"NLA06608-R715"	0	0	0	0	0
"NLA06608-R716"	0	0	0	0	0
"NLA06608-R723"	0	0	0	0	0
"NLA06608-R728"	0	0	0	0	0
"NLA06608-R730"	0	0	0	0	0
"NLA06608-R733"	0	0	0	0	0
"NLA06608-R736"	0	0	0	0	0
"NLA06608-R746"	0	0	0	0	0
"NLA06608-R750"	0	0	0	0	0
"NLA06608-R759"	0	0	0	0	0
"NLA06608-R764"	0	0	0	0	0
"NLA06608-R767"	0	0	0	0	0
"NLA06608-R769"	0	0	0	0	0
"NLA06608-R770"	0	0	0	0	0
"NLA06608-R772"	0	0	0	0	0
"NLA06608-R775"	0	0	0	0	0
"NLA06608-R784"	0	0	0	0	0
"NLA06608-R788"	0	0	0	0	0
"NLA06608-R791"	0	0	0	0	0
"NLA06608-R792"	0	0	0	0	0
"NLA06608-R796"	0	0	0	0	0
"NLA06608-TX:10"	0	0	0	0	0
"NLA06608-TX:14"	0	0	0	0	0
"NLA06608-TX:15"	0	0	0	0	0
"NLA06608-TX:19"	0	0	0	0	0
"NLA06608-TX:22"	0	0	0	0	0
"NLA06608-TX:27"	0	0	0	0	0
"NLA06608-TX:29"	0	0	0	0	0
"NLA06608-TX:30"	0	0	0	0	0
"NLA06608-TX:5"	0	0	0	0	0
"NLA06608-WI:LOWES"	0	0	0	0	0
"NLA06608-WI:SY"	0	0	0	0	0
